Open,Close
45.919998,47.599998
47.189999,47.919998
48.209999,47.400002
47.439999,47.84
47.560001,47.099998
46.950001,45.98
46.09,45.330002
45.330002,45
44.869999,44.330002
44.52,44.73
44.810001,45.799999
45.34,45.950001
45.599998,46.009998
46.18,46.799999
46.119999,46.09
46.290001,44.52
44.720001,44.810001
45.099998,45.68
45.700001,45.650002
45.209999,46.330002
46.049999,46.080002
46.310001,47.060001
46.950001,48.169998
48.380001,48.330002
48.080002,48.349998
48.389999,49
48.759998,48.330002
48.630001,47.93
49.099998,49.299999
49.130001,49.419998
49.48,49.790001
49.57,48.799999
48.68,48.450001
48.639999,48.959999
49.189999,48.759998
48.59,48.169998
48.5,48.049999
48.169998,47.240002
47.130001,48.029999
48.23,48.57
48.450001,47.48
47.360001,47.849998
47.990002,48.040001
48.029999,48.439999
48.889999,48.869999
48.73,48.459999
48.419998,47.950001
48.279999,48.57
48.650002,48.939999
49,48.41
48.380001,48.599998
48.830002,48.25
48.43,48.450001
48.490002,48.389999
49.130001,49.970001
49.75,49.669998
49.419998,49.759998
50.169998,51.349998
51.450001,51.209999
51.25,52.139999
52.669998,52.669998
52.560001,52.389999
52.299999,52.369999
53.419998,53.369999
53.43,53.630001
52.779999,54.32
53.209999,52.630001
52.77,52.59
52.73,52.580002
52.779999,52.360001
52.59,52.990002
52.919998,52.549999
52.73,53.009998
52.990002,52.810001
52.119999,51.98
52.25,52.299999
52.700001,50.389999
50.84,50.490002
50.630001,50.360001
50.59,51.220001
51.27,50.900002
50.66,49.830002
49.939999,50.599998
50.650002,50.110001
50.099998,50.5
50.639999,50.060001
50.259998,50
49.98,49.080002
48.740002,48.869999
48.419998,47.790001
47.790001,46.830002
47.080002,47.689999
47.150002,47.610001
47.970001,48.310001
49.939999,49.23
49.400002,47.349998
47.18,47.950001
47.759998,47.73
47.889999,47.93
48,48.889999
48.75,49.549999
49.41,49.66
49.630001,50.560001
50.299999,50.349998
50.560001,50.73
50.639999,51.459999
51.169998,51.189999
51.189999,51.860001
51.82,51.040001
51.009998,50.849998
50.93,50.720001
49.950001,50.740002
50.599998,50.91
50.84,50.91
50.34,50.09
50.73,51.59
51.68,51.700001
52.040001,52.040001
52.25,51.459999
51.900002,51.66
51.68,51.75
51.459999,51.639999
51.889999,51.32
51.25,51.209999
51.470001,51.98
52.080002,53.099998
53.09,53.110001
52.860001,53.68
54.220001,53.459999
53.529999,51.360001
51.68,51.689999
52,51.5
51.529999,51.66
51.830002,50.98
51.34,51.400002
51.619999,52.099998
52.099998,53.34
53.349998,53.5
53.779999,52.200001
51.68,50.619999
50.349998,49.099998
49.490002,50.630001
50.080002,47.349998
46.580002,46.459999
47.099998,46.830002
47.419998,47.860001
48.580002,48.119999
47.919998,48.549999
48.5,49.43
49.490002,50.009998
50.139999,50.139999
50.130001,49.32
50.209999,49.139999
49.549999,50.869999
50.939999,51.369999
51.380001,52.080002
51.889999,51.610001
51.41,51.18
50.990002,51.360001
51.200001,50.91
52.380001,52.790001
52.689999,52.150002
52.07,52.259998
52.360001,52.369999
52.450001,52.200001
52.23,52.869999
52.959999,52.689999
52.650002,52.93
52.84,54.110001
53.860001,53.540001
53.5,53.27
53.290001,53.630001
53.939999,53.950001
54.200001,53.990002
53.959999,54.07
54.099998,54.029999
53.98,54.330002
54.43,54.150002
54.060001,54.369999
53.919998,54.580002
54.549999,55.299999
55.32,55.099998
54.419998,53.84
53.139999,53.970001
53.849998,54.23
54.220001,53.66
53.669998,54.16
54.18,54
54.490002,54.299999
54.27,54.57
54.139999,54.189999
55.619999,53.299999
53.759998,53.75
53.740002,53.59
53.52,55
55.07,56.509998
56.580002,56.790001
56.509998,56.439999
56.419998,56.889999
57.459999,58.110001
57.900002,58.220001
57.91,57.400002
56.68,55.689999
55.560001,55.009998
54.5,55.790001
55.34,54.959999
53.889999,54.849998
54.52,53.439999
53.25,53.650002
53.209999,53.52
53,54.91
54.139999,54
53.82,54.049999
54.48,54.48
54.220001,54.080002
54.400002,53.18
53.419998,53.740002
53.549999,53.43
53.279999,53.75
53.130001,52.34
52.029999,52.48
52.580002,53.290001
52.77,52.790001
51.48,52.049999
51.59,52.43
52.720001,52.82
53,53.310001
53.220001,52.84
52.970001,53.599998
53.619999,54.189999
54.34,53.900002
54.389999,54.310001
54.48,55.290001
54.82,55.060001
54.790001,54.959999
54.869999,55.200001
55.380001,55.869999
55.68,55.75
55.849998,55.700001
55.52,55.599998
55.75,55.279999
55.43,55.07
55.16,55.509998
55.360001,55.540001
55.490002,55.939999
55.779999,55.57
55.529999,56.950001
56.900002,57.189999
57,57.849998
57.849998,57.880001
57.75,57.93
57.630001,58.599998
58.889999,59.619999
59.599998,59.450001
59.84,59.060001
59.23,58.709999
56.799999,57.560001
57.66,59.049999
58.470001,58
58.540001,59.189999
58.139999,58.52
58.259998,57.759998
57.93,57.23
57.540001,56.669998
57.419998,58.689999
58.59,57.810001
57.599998,56.650002
56.540001,58.34
58.52,56.720001
55.990002,54.970001
54.880001,53.619999
53.59,54.130001
52.330002,54.630001
55.799999,52.900002
53.779999,53.369999
52.560001,54.41
55.299999,56.290001
56.959999,56.900002
58.099998,59.52
59.34,60.290001
60.349998,60.490002
60.759998,60.93
60.990002,59.98
60,61.18
63.060001,63.459999
63.66,63.25
63.209999,62.66
63.490002,62.540001
62.75,62.709999
62.310001,61.5
61.990002,63.790001
63.689999,63.849998
63.560001,63.759998
64.25,63.630001
63.98,64
64.080002,65.040001
64.779999,66.050003
65.879997,65.5
65.040001,65.190002
66.410004,67.360001
67.400002,67.779999
67.639999,68.059998
68.339996,68.699997
69,69.199997
69.080002,69.110001
68.879997,69.269997
69.169998,68.5
68.349998,69.57
69.519997,69.709999
69.809998,69.419998
68.209999,69.139999
69.440002,67.580002
66.480003,67.029999
66.529999,65.269997
65.75,65.620003
65.110001,65.25
65.5,66.57
67.860001,67.919998
67.690002,67.709999
68.040001,66.970001
67.230003,64.349998
64.75,66.209999
66.510002,66.980003
66.580002,67.139999
66.769997,66.300003
66.720001,65.440002
65.440002,65.889999
65.5,64.650002
65.620003,64.330002
64.57,66.93
68.160004,67.629997
66.690002,65.779999
66.339996,65.760002
65.720001,63.389999
62.619999,63.700001
64,62.889999
62.950001,64.540001
65.059998,63.450001
63.099998,62.700001
63.200001,62.98
63.66,62.43
62.259998,62.830002
62.330002,63.099998
63.439999,61.849998
62.119999,63.119999
62.09,60.349998
61.490002,60.700001
61.599998,61.650002
58.950001,56.91
57.549999,57.990002
57.709999,56.900002
55.669998,55.48
55.93,56.889999
57.360001,56.689999
57.400002,57.049999
57.349998,58.049999
58.950001,58.720001
59.150002,59.240002
58.919998,59
59.610001,61.299999
61.540001,60.57
60.849998,60.869999
61.099998,60.619999
60.349998,60.52
60.529999,60.5
60.5,60.459999
60.349998,59.619999
59.32,60.27
57.209999,56.860001
56.950001,55.639999
55.93,55.540001
55.220001,55.84
56.189999,56.619999
56.779999,58
58.119999,58
58.459999,59.119999
58.720001,59.73
59.759998,59.889999
60.09,61.189999
61.5,60.400002
60.049999,60.48
60.650002,59.630001
60.080002,58.220001
57.98,57.27
57.630001,57.650002
57.93,58.240002
58.009998,58.540001
58.48,57.099998
57.439999,57.009998
56.810001,57.610001
58.25,58.419998
58.5,58.810001
59.200001,60.32
60.5,62
61.810001,61.200001
61.400002,61.720001
62.099998,62.029999
61.799999,62.59
62.119999,62.290001
62.91,63.540001
63.889999,63.610001
63.599998,64.519997
65.260002,64.25
64.309998,66.07
66.019997,65.019997
64.599998,66.489998
65.699997,65.629997
65.389999,64.660004
65.089996,64.32
64.32,64.68
64.199997,63.860001
64.110001,63.939999
63.59,64.699997
65.099998,65.239998
65.190002,65.199997
64.75,64.809998
64.980003,65.300003
65.860001,65.970001
65.93,65.989998
65.790001,65.610001
65.709999,65.730003
65.919998,65.889999
65.449997,65.650002
65.480003,65.480003
65.720001,66.099998
66.75,67.379997
67.419998,67.470001
67.220001,66.589996
66.800003,66.93
66.699997,66.620003
66.900002,67.010002
66.550003,67.419998
66.980003,67.400002
67.860001,67.790001
67.519997,67.669998
67.660004,68.239998
68.669998,68.040001
67.889999,67.050003
66.660004,66.910004
66.720001,66.769997
66.970001,67.769997
67.790001,68.980003
68.5,69.480003
69.849998,70.120003
70.010002,70.019997
70.519997,69.220001
69.669998,69.82
69.949997,70.459999
69.269997,67.18
68,67.190002
67.900002,68.510002
68.68,68.209999
67.529999,68.220001
68.419998,68.559998
67.790001,67.660004
68.480003,67.970001
68.940002,69.230003
69.419998,69.57
69.709999,69.800003
69.809998,69.75
70.139999,69.989998
69.989998,69.989998
70,70.800003
70.809998,70.540001
70.260002,70.559998
70.25,70.519997
67.529999,68.080002
68.459999,69.339996
69.5,71.230003
71.290001,70.769997
70.860001,70.160004
70.379997,70.010002
70.190002,69.730003
70.040001,69.949997
70.099998,70.300003
70.370003,69.239998
69.080002,68.620003
68.919998,69.209999
68.5,68.25
67.830002,68.75
68.68,68.540001
68.559998,68.650002
68.709999,69.370003
69.419998,68.860001
68.75,68.589996
68,67.480003
66.739998,65.900002
61.169998,63.450001
65.110001,60.709999
62.470001,63.139999
64.029999,64.510002
63.91,63.98
64.139999,62.41
61,60.5
61.560001,60.98
61.450001,61.580002
60.650002,59.77
60.220001,60.57
61.52,59.259998
59.360001,59.580002
59.619999,59.349998
59.43,58.939999
58.98,59.200001
59.5,59.509998
59.560001,59.860001
59.419998,61.220001
61.240002,59.389999
58.169998,57.740002
57.900002,57.43
56.93,56.57
57.84,55.740002
55.389999,52.5
53.099998,52.790001
53.540001,54.41
54.68,55.130001
53.869999,55.82
56.389999,56.68
56.259998,55.080002
54.849998,55.630001
55.130001,56.040001
56.18,55.639999
55.799999,55.77
55.169998,53.799999
54.09,53.939999
54.32,56.139999
56.290001,56.529999
56.290001,56.16
56.150002,54.830002
55.279999,53.830002
53.880001,48.27
49.41,50.34
50.169998,51.869999
52.009998,52.580002
52.82,53.259998
53.200001,54.099998
57.869999,59.549999
61.599998,63.380001
63.119999,62.43
62.43,63.799999
63.700001,62.77
62.25,64.129997
63.619999,63.23
63.330002,62.299999
62.200001,60.860001
60.790001,60.23
60.009998,59.860001
59.740002,60.009998
60.099998,60.380001
60.259998,60.990002
61.220001,60.549999
60.939999,61.110001
61.310001,61.150002
60.560001,61.130001
61.099998,60.290001
60.169998,60
59.959999,58.150002
58.23,59.02
59.169998,57.720001
57.709999,56.119999
56.5,57.18
57.900002,56.27
55.560001,56.669998
56.279999,56.029999
56,55.779999
55.779999,54.040001
53.709999,55.439999
56.150002,56.389999
56.669998,57.630001
57.66,56.380001
55.900002,55.740002
56,56.200001
56.540001,57.59
57.880001,58.580002
58.380001,58.459999
58.27,58.75
59.02,59.450001
59.400002,59.799999
59.5,59.240002
58.060001,57.610001
57.990002,57.369999
56.369999,57.380001
56.52,57.209999
57.549999,55.650002
55.860001,53.880001
54.470001,54.84
54.549999,51.18
51.32,54.560001
53.009998,57.34
57.529999,54.990002
54.209999,57.150002
57.290001,58.360001
59.099998,58.830002
59.029999,58.650002
59.009998,58.259998
58.360001,57.110001
57.23,55.849998
53.419998,54.900002
54.16,54.389999
53.639999,53.950001
54.529999,56.84
56.740002,56.759998
56.25,53.119999
52.580002,52.889999
52.310001,53.48
54.110001,52.720001
52.299999,52.18
52.529999,52.580002
53.439999,53.509998
54.34,55.009998
55.529999,54.549999
54.5,54.290001
54.290001,55.279999
55.700001,55.07
54.66,54.889999
55.169998,56.200001
56.259998,56
55.869999,54.610001
54.779999,56.34
56.169998,55.700001
55.689999,55.93
56,56.150002
55.700001,56.400002
56.18,55.32
55.509998,56.389999
56.560001,56.23
56.400002,57.73
57.669998,57.209999
56.650002,55.619999
55.580002,56.310001
56.459999,55.32
55.59,56.57
56.52,56.009998
55.75,57.5
57.16,56.360001
56.139999,56.119999
56.349998,56.110001
56.099998,57.049999
57.43,57
57.02,57.119999
56.580002,57.419998
57.639999,59.209999
58.540001,58.540001
58.52,59.889999
59.419998,59.299999
59.490002,58.470001
58.59,58.5
58.98,59.889999
59.869999,59.060001
59.150002,59.279999
59.549999,59.509998
59.5,59.880001
60.09,60.169998
60.169998,60.48
60.57,61.369999
61.299999,61.419998
61.130001,60.970001
60.959999,60.93
60.93,60.700001
58.560001,61.200001
61.029999,61
60.790001,61.439999
60.990002,61.77
61.299999,61.459999
61.41,62.34
62,62.509998
62.360001,63.700001
63.509998,63.740002
63.77,62.700001
62.860001,62.490002
62.150002,62
61.91,62.450001
62.439999,60.25
59.869999,60.459999
60.060001,59.279999
59.630001,59.689999
59.75,59.299999
59.73,60.700001
61.080002,61.220001
61,61.900002
61.990002,62.709999
62.709999,62.93
62.93,62.830002
62.869999,65.089996
64.760002,65
62.130001,62.82
62.59,63.099998
62.209999,61.73
61.5,60.75
59.990002,61
60.459999,59.93
59.459999,59.900002
60.290001,60.400002
59.93,60.900002
60.880001,60.009998
60.639999,60.110001
60.200001,59.98
60,60.389999
60.860001,61.310001
59.259998,59.860001
59.380001,58.68
59.279999,59.990002
60.580002,61.810001
61.790001,61.91
61.98,62.709999
62.5,61.919998
61.84,63.369999
63.599998,63.43
63.48,64.160004
64.25,64.349998
64.669998,65.5
64.809998,64.769997
63.700001,63.619999
63.82,63.32
63.23,63.560001
63.41,63.32
63.57,63.41
63.23,63.889999
64,63.810001
63.91,64.32
64.410004,64.449997
64.419998,64.900002
64.790001,64.720001
65.269997,66.230003
66.230003,66.940002
66.93,66.779999
66.809998,66.57
66.580002,66.099998
66.150002,66.540001
66.379997,66.339996
66.339996,66.760002
66.699997,66.43
66.860001,66.949997
66.860001,67.190002
67.470001,67.389999
67.129997,66.739998
66.690002,66.830002
66.57,66.769997
66.57,67.099998
67.309998,67.010002
67.260002,66.169998
66.309998,65.059998
65.040001,64.720001
64.68,64.610001
64.839996,64.510002
64.540001,64.160004
64.209999,64.099998
64.099998,64.029999
64.370003,64.120003
64.699997,64.610001
64.370003,64.970001
63.959999,64.059998
63.220001,63.360001
62.98,64.080002
63.66,63.34
63.41,63.34
63.169998,63.349998
63.529999,63.27
63.619999,62.91
63.360001,63.279999
63.490002,64.099998
64.120003,65.080002
65.050003,64.980003
64.519997,64.07
63.950001,64.57
64.940002,64.220001
64.300003,62.82
62.669998,63.07
63.02,63.23
63.310001,63
63.080002,63.389999
63.16,62.830002
63.099998,62.93
63.07,63.310001
63.080002,62.389999
62,61.209999
60.959999,61.150002
61.450001,60.169998
60.099998,60.139999
60.619999,61.549999
62.040001,61.43
61.450001,61.759998
61.380001,60.98
61.130001,61.119999
61.060001,61.549999
61.509998,61.02
61.450001,61.459999
57.549999,57.599998
57.060001,55.779999
56,56.450001
56.459999,56.790001
57.119999,55.889999
56.07,56.040001
56.810001,58.91
58.799999,58.810001
64.099998,62.639999
63.060001,64
63.540001,63.099998
63.400002,62.970001
63.389999,62.869999
62.669998,61.540001
61.75,61.700001
61.650002,60.52
60.700001,60.419998
60.490002,58.93
58.810001,60.18
60.040001,60.509998
59.130001,59.459999
59.700001,61.59
61.630001,60.799999
60.830002,59.16
59.189999,59.43
59.599998,60.860001
60.759998,61.619999
60.259998,59.990002
60.02,60.900002
61.189999,61.540001
61.529999,62.040001
62.330002,61.990002
61.549999,61.669998
61.799999,62.02
62.119999,62.220001
62.369999,62.220001
62.34,62.16
62.23,61.450001
61.580002,61.66
61.779999,62.34
62.52,62.5
62.509998,62.27
62.389999,62.73
62.73,62.619999
62.919998,62.41
62.639999,63.290001
63.380001,63.77
63.880001,63.790001
63.799999,64.209999
64.050003,64.07
63.380001,61.139999
60.77,61.279999
61.349998,61.990002
61.75,61.860001
61.759998,61.66
61.450001,61.380001
61.41,61.150002
61.02,60.959999
60.91,60.580002
60.599998,61.380001
61.16,61.27
60,60
59.91,60.43
60.009998,61.110001
61.07,60.889999
60.650002,60.889999
60.900002,60.669998
60.509998,60.650002
60.650002,60.560001
60.139999,60.52
60.52,60.84
60.849998,60.419998
60.580002,60.509998
60.439999,60.82
60.919998,61.650002
61.669998,61.48
61.540001,61.77
61.84,61.830002
61.720001,61.360001
61.68,61.939999
61.919998,62.09
62.02,62.220001
62.110001,61.84
62.16,62.830002
62.779999,63.25
63.110001,63.34
63,63.549999
63.139999,63.689999
63.75,64.139999
64.139999,64.5
65.300003,65.879997
65.870003,65.849998
65.879997,65.669998
65.699997,66.550003
66.400002,65.900002
66.040001,65.690002
65.779999,65.800003
65.959999,65.349998
65.379997,65.519997
65.519997,65.650002
65.510002,65.620003
65.370003,66.099998
65.959999,65.980003
65.949997,65.769997
65.760002,65.459999
65.459999,65.160004
65.239998,65.029999
65.120003,65.110001
65.230003,64.959999
65.029999,65.080002
65.059998,65.540001
65.5,64.970001
64.43,64.18
64.169998,64.370003
64.239998,64.129997
64.790001,64.309998
64.029999,63.650002
63.900002,63.450001
63.720001,63.779999
63.759998,63.82
64.400002,64.660004
64.940002,65.099998
65.190002,65.040001
65.449997,66.07
66.059998,65.940002
66,66.480003
66.510002,66.629997
66.449997,66.739998
66.739998,67.230003
67.190002,66.989998
66.940002,66.209999
66.199997,66.169998
66.160004,65.980003
65.900002,65.300003
65.269997,66.059998
66.07,66.669998
66.730003,66.849998
66.849998,65.370003
65.370003,65.629997
65.739998,65.580002
65.550003,65.440002
65.440002,65.839996
65.790001,65.93
66.059998,66.32
66.139999,66.059998
65.889999,66.019997
66.239998,66.019997
66.260002,66.709999
66.809998,67.25
67.25,67.510002
67.480003,67.870003
68.010002,68.75
68.75,68.760002
68.800003,69.669998
69.790001,69.529999
69.620003,69.669998
69.480003,70.519997
70.339996,70.599998
70.800003,71.050003
71.110001,71.339996
71.440002,71.220001
71.110001,71.339996
71.489998,73.18
73.199997,72.639999
72.790001,72.739998
72.699997,72.389999
72.720001,72.919998
73.150002,72.480003
72.57,72.510002
72.760002,72.419998
72.480003,72.480003
72.239998,71.730003
72.110001,72.029999
71.800003,71.830002
71.889999,71.839996
71.510002,71.879997
71.940002,72.629997
72.620003,73.110001
73.099998,72.699997
72.629997,72.230003
72.480003,72.769997
72.989998,74.010002
73.980003,74.629997
74.629997,73.910004
74.400002,72.519997
72.370003,72.589996
72.779999,71.730003
71.639999,70.440002
70.519997,69.910004
70.029999,70.379997
70.25,70.709999
70.610001,70.989998
71.169998,70.989998
70.940002,71.220001
71.330002,71.470001
71.260002,72.019997
72.010002,70.440002
70.739998,70.629997
71.230003,70.82
71.080002,70.339996
70.489998,70.419998
70.599998,69.849998
69.519997,69.959999
69.919998,70.699997
70.910004,71.75
71.290001,71.519997
71.720001,72.110001
72.220001,72.480003
72.669998,73.32
72.779999,73.889999
73.620003,73.919998
74.110001,75.300003
75.589996,75.419998
