Date,Open,High,Low,Close,Adj Close,Volume
09/01/2013,74.919998,76.809998,74.910004,76.760002,67.859764,10915800
10/01/2013,76.93,77.120003,76.160004,77.089996,68.151497,5026600
11/01/2013,75.709999,76.099998,74.599998,75.160004,66.445274,9808500
14/01/2013,75.230003,76.589996,74.900002,76.550003,67.674118,6221100
15/01/2013,76.209999,76.980003,76.18,76.940002,68.018883,3900600
16/01/2013,73.849998,74.639999,73.559998,74.339996,65.720352,18212000
17/01/2013,72.779999,75.629997,72.68,75.260002,66.533676,21849200
18/01/2013,75.160004,75.160004,74.290001,75.040001,66.33918,10829000
22/01/2013,74.120003,74.269997,73.769997,74.160004,65.561226,9161900
23/01/2013,73.989998,74.589996,73.449997,74.290001,65.676155,7784900
24/01/2013,74.410004,75.540001,74.410004,75.32,66.586746,7292200
25/01/2013,75.290001,75.419998,74.790001,75.029999,66.330338,6163200
28/01/2013,73.900002,74.650002,73.889999,74,65.419777,7759000
29/01/2013,74.239998,74.239998,73,73.650002,65.110367,9296800
30/01/2013,74.419998,74.75,73.730003,74.589996,65.941353,10048600
31/01/2013,74.5,74.620003,73.760002,73.870003,65.304848,7639000
01/02/2013,74.489998,75.07,74.230003,74.870003,66.188904,6749300
04/02/2013,74.290001,75.529999,74.25,75.209999,66.489479,5799800
05/02/2013,75.690002,76.980003,75.610001,75.889999,67.09063,6831200
06/02/2013,75.470001,76.300003,75.400002,76.290001,67.444252,4716600
07/02/2013,76.32,77.540001,76.279999,77.43,68.452072,7773000
08/02/2013,77.239998,77.389999,76.279999,76.559998,67.682938,5100400
11/02/2013,76.419998,76.440002,75.849998,75.870003,67.072952,3677100
12/02/2013,76.059998,76.25,75.830002,75.989998,67.179039,3597400
13/02/2013,75.669998,75.830002,74.629997,74.779999,66.533981,4313500
14/02/2013,74.690002,75.309998,74.540001,74.93,66.667435,3830400
15/02/2013,75.260002,75.260002,74.720001,75.029999,66.756416,3650700
19/02/2013,74.989998,75.190002,74.269997,74.650002,66.418327,3882500
20/02/2013,75.639999,76.25,74.75,74.779999,66.533981,7551300
21/02/2013,74.959999,76.18,74.910004,76.010002,67.628357,7438600
22/02/2013,76.699997,77.029999,76.480003,76.660004,68.206665,5391200
25/02/2013,76.830002,76.900002,75.029999,75.029999,66.756416,4936300
26/02/2013,75.43,75.910004,75.139999,75.650002,67.308029,3436700
27/02/2013,75.529999,77.93,75.529999,77.360001,68.829498,7160000
28/02/2013,77.239998,77.730003,76.400002,76.900002,68.420212,5593400
01/03/2013,76.699997,77.589996,76.580002,77.279999,68.758308,6024200
04/03/2013,76.949997,77.400002,76.169998,77.089996,68.589264,4748600
05/03/2013,77.449997,78.849998,77.110001,78.660004,69.986122,5693200
06/03/2013,78.669998,79.279999,78.489998,79.080002,70.359825,3826100
07/03/2013,79.370003,81.949997,79.370003,81.050003,72.112587,10029900
08/03/2013,81.160004,81.699997,80.720001,81.230003,72.272736,5231700
11/03/2013,81.010002,83.029999,80.959999,82.940002,73.794167,5087300
12/03/2013,83.099998,84.620003,83,84.160004,74.879646,6600800
13/03/2013,84.379997,84.849998,83.519997,84.75,75.404579,7750900
14/03/2013,84.620003,85.099998,84.129997,84.620003,75.288925,5027800
15/03/2013,84.75,86.489998,84.5,86.43,76.89933,8205400
18/03/2013,85.07,85.769997,85.040001,85.18,75.787186,4803900
19/03/2013,85.529999,86,85.239998,85.510002,76.080795,5381200
20/03/2013,85.849998,86.139999,85.18,85.370003,75.956223,3783500
21/03/2013,85.199997,85.830002,84.18,84.330002,75.030899,3672400
22/03/2013,84.519997,85.099998,84.519997,84.82,75.466866,2841600
25/03/2013,85.029999,85.480003,84.339996,84.849998,75.493553,3528400
26/03/2013,85.43,86.839996,85.410004,86.620003,77.068375,5083400
27/03/2013,85.75,86.419998,85.050003,86.199997,76.69471,3185700
28/03/2013,86.410004,86.5,85.419998,85.849998,76.383301,4884300
01/04/2013,85.599998,86.190002,85.029999,85.25,75.849457,2867200
02/04/2013,85.389999,85.5,83.800003,84.089996,74.817368,4764900
03/04/2013,84.300003,85.349998,84.07,84.360001,75.057602,3885000
04/04/2013,84.790001,85.019997,84.209999,84.949997,75.582542,3352500
05/04/2013,84.07,86.300003,83.910004,86.169998,76.667999,6109500
08/04/2013,86.040001,86.809998,85.379997,86.75,77.184052,5003600
09/04/2013,87.120003,87.489998,86.190002,87.209999,77.593338,6058400
10/04/2013,87.339996,88.559998,87.059998,87.82,78.13604,4635200
11/04/2013,87.959999,89.459999,87.839996,88.529999,78.767746,5394200
12/04/2013,88.290001,88.93,88,88.889999,79.088058,2588300
15/04/2013,88.440002,88.769997,86.769997,86.769997,77.201851,4324000
16/04/2013,87.449997,88.349998,86.43,86.889999,77.308594,5233900
17/04/2013,86.470001,87,85.779999,86.690002,77.130653,3781100
18/04/2013,87.059998,87.160004,85.75,86.120003,76.62352,2792800
19/04/2013,87.57,88.080002,86.57,87.959999,78.260612,6322200
22/04/2013,88.080002,88.080002,86.440002,86.940002,77.353104,4248700
23/04/2013,87.349998,88.510002,87.199997,88.18,78.456345,3130700
24/04/2013,91.949997,92.650002,90.419998,90.830002,80.81414,9231700
25/04/2013,91.349998,92.620003,90.07,91.669998,81.561508,5766100
26/04/2013,91.889999,93.379997,91.669998,92.849998,82.611404,5910600
29/04/2013,91.400002,92.410004,91.190002,91.900002,81.766144,6265900
30/04/2013,91.349998,91.989998,90.82,91.410004,81.330193,4714300
01/05/2013,91.080002,91.75,90.720001,91.18,81.125542,4567300
02/05/2013,91.239998,92.82,91.199997,92.209999,82.041962,4514800
03/05/2013,92.849998,93.949997,92.669998,93.739998,83.403259,4700100
06/05/2013,93.440002,94.790001,93.360001,94.190002,83.803642,5504800
07/05/2013,94.309998,95.040001,94.059998,94.790001,84.337471,3858400
08/05/2013,94.309998,94.440002,93.769997,94.040001,84.100494,3204300
09/05/2013,94.07,95.150002,94.040001,94.610001,84.610229,3677500
10/05/2013,94.75,94.989998,93.82,94.239998,84.27935,3918600
13/05/2013,94.120003,95.160004,94.099998,94.760002,84.744377,3492000
14/05/2013,94.919998,96.190002,94.699997,96.110001,85.951683,4646500
15/05/2013,95.690002,97.470001,95.599998,97.019997,86.765511,4875100
16/05/2013,96.889999,97.199997,96.300003,96.580002,86.372017,5036700
17/05/2013,97.019997,99.040001,97,98.919998,88.464684,7408900
20/05/2013,99.120003,99.330002,98.519997,98.720001,88.285835,6535200
21/05/2013,98.589996,99.050003,97.900002,98.75,88.31266,4415400
22/05/2013,98.860001,99.480003,97.860001,97.93,87.57933,8399700
23/05/2013,97.18,99.989998,97.059998,99.75,89.206985,6975700
24/05/2013,99.75,100.580002,98.849998,100,89.430542,6746300
28/05/2013,100.849998,101.470001,100.110001,100.110001,89.528931,5736000
29/05/2013,99.559998,100.029999,98.900002,99.089996,88.616714,4405800
30/05/2013,99.290001,100.989998,99.059998,100.540001,89.91346,4784400
31/05/2013,100.209999,100.949997,99.019997,99.019997,88.554131,4218700
03/06/2013,99.360001,100.900002,99.300003,100.739998,90.092323,6472900
04/06/2013,100.480003,100.919998,99.080002,99.610001,89.081772,3769800
05/06/2013,99.339996,99.709999,98.050003,98.489998,88.080139,5151000
06/06/2013,98.650002,99.809998,98.419998,99.760002,89.215919,4131700
07/06/2013,100.25,102.589996,100.059998,102.489998,91.657349,5732900
10/06/2013,102.510002,102.949997,101.510002,102.239998,91.433792,4047500
11/06/2013,101.610001,102.779999,100.900002,101.75,90.995575,3144100
12/06/2013,102.190002,102.419998,100.610001,100.879997,90.217522,2936500
13/06/2013,100.959999,102.339996,100.849998,102.160004,91.362228,4076500
14/06/2013,102.160004,103.220001,101.5,101.830002,91.067123,3944400
17/06/2013,102.690002,103.519997,102.519997,103.029999,92.140282,4217400
18/06/2013,103.220001,104.150002,102.650002,104.080002,93.079308,4035700
19/06/2013,103.830002,104.150002,102.239998,102.25,91.442741,4186900
20/06/2013,101.459999,101.860001,99.379997,99.639999,89.108597,7114800
21/06/2013,100.080002,100.139999,97.419998,99.980003,89.412659,10328800
24/06/2013,99.059998,99.459999,96.309998,97.849998,87.507782,5585200
25/06/2013,99.199997,99.660004,98.18,98.669998,88.241112,3557900
26/06/2013,99.650002,101.389999,99.57,100.75,90.101288,5267300
27/06/2013,102.410004,103.519997,102.010002,103.150002,92.247612,6577700
28/06/2013,102.860001,103.489998,102.32,102.440002,91.61264,5432500
01/07/2013,102.93,104.019997,102.93,103.239998,92.328094,4091200
02/07/2013,103.220001,103.25,100.82,101.470001,90.745163,4147000
03/07/2013,101.010002,103.040001,100.779999,102.889999,92.015076,2891700
05/07/2013,103.699997,104.199997,102.75,104.199997,93.18663,3671700
08/07/2013,104,105.099998,103.440002,104.370003,93.338661,4222700
09/07/2013,105.269997,105.75,104.459999,104.68,93.615891,3991800
10/07/2013,104.5,105.599998,104.410004,105.5,94.349236,3872700
11/07/2013,106.43,107.459999,106.290001,106.879997,95.583351,4529800
12/07/2013,106.860001,108.150002,98.989998,101.870003,91.102898,44391800
15/07/2013,103.830002,105.870003,103.099998,105.660004,94.492317,13169900
16/07/2013,105.690002,105.800003,103.779999,104.230003,93.213463,5839100
17/07/2013,104.449997,105.43,104.419998,104.790001,93.714272,3931800
18/07/2013,104.959999,107.980003,104.800003,107.629997,96.254089,8046400
19/07/2013,107.129997,107.129997,105.610001,106.959999,95.654907,5992000
22/07/2013,107.269997,107.32,106.449997,106.860001,95.565483,4168800
23/07/2013,107.18,107.980003,106.339996,107.790001,96.397186,5081600
24/07/2013,109.239998,109.489998,106.260002,106.949997,95.645966,7723500
25/07/2013,106.360001,107.120003,105.849998,106.699997,95.422394,5267100
26/07/2013,106.220001,106.220001,105.309998,105.599998,94.438637,4216100
29/07/2013,103.519997,105.120003,103.5,104.809998,93.732155,4041800
30/07/2013,104.940002,106.010002,104.800003,105.730003,94.554916,5022700
31/07/2013,105.919998,106.279999,104.989998,105.099998,93.991486,4487800
01/08/2013,105.989998,107,105.779999,106.699997,95.422394,4910800
02/08/2013,106,107.949997,106,107.900002,96.49556,4226200
05/08/2013,107.139999,107.800003,107.139999,107.5,96.137833,3559200
06/08/2013,107.349998,107.709999,106.620003,107.040001,95.726448,5199900
07/08/2013,106.209999,106.68,105.529999,106.419998,95.605179,3158600
08/08/2013,106.68,107.239998,105.830002,105.839996,95.084106,3741400
09/08/2013,105.370003,106.150002,104.879997,105.330002,94.625923,3326500
12/08/2013,104.860001,105.07,104.050003,104.239998,93.646713,3830800
13/08/2013,104.309998,106.550003,104.269997,106.230003,95.434486,3578300
14/08/2013,106.160004,106.160004,104.07,104.160004,93.574852,4481100
15/08/2013,103.190002,103.290001,101.769997,102.730003,92.290184,4359400
16/08/2013,102.82,103.940002,102.699997,103.470001,92.954964,3469100
19/08/2013,103,105.199997,102.879997,104.720001,94.077942,3512200
20/08/2013,104.690002,105.080002,104.550003,104.629997,93.997086,3448900
21/08/2013,104.470001,104.760002,103.599998,103.910004,93.35025,3645600
22/08/2013,103.879997,105.5,103.879997,105.139999,94.455254,2857800
23/08/2013,105.5,105.5,104.800003,105.480003,94.760696,3016100
26/08/2013,105.75,106.519997,105.209999,105.529999,94.805611,2480400
27/08/2013,104.400002,105.139999,103.059998,103.209999,92.721375,4376900
28/08/2013,103.099998,103.82,102.57,103.269997,92.775284,2816300
29/08/2013,103.279999,105.440002,103,104.93,94.266602,3095400
30/08/2013,104.919998,104.959999,103.599998,103.919998,93.359222,2723800
03/09/2013,105.129997,105.830002,104.660004,105.010002,94.338478,3659800
04/09/2013,105.050003,107.120003,104.620003,106.370003,95.560265,3837500
05/09/2013,106.160004,106.980003,105.669998,106.650002,95.811775,2590500
06/09/2013,107,107.379997,105.110001,106.07,95.290749,3265200
09/09/2013,106.580002,107.379997,106.559998,107.190002,96.296936,2907600
10/09/2013,107.639999,108.449997,107.400002,108.169998,97.177338,3848000
11/09/2013,108.25,109.230003,107.800003,109.230003,98.129608,3313700
12/09/2013,109.190002,110.220001,109.139999,109.800003,98.641701,4766800
13/09/2013,109.93,111.330002,109.559998,111.330002,100.01619,3503400
16/09/2013,113.730003,115.889999,113.260002,115.669998,103.915131,7711200
17/09/2013,115.779999,117.480003,115.589996,117.110001,105.208817,5308300
18/09/2013,117.279999,119.519997,116.550003,118.400002,106.367714,6330600
19/09/2013,119.220001,120.379997,118.809998,119.040001,106.94268,5766700
20/09/2013,119.150002,119.220001,116.629997,116.629997,104.777588,8745400
23/09/2013,117.150002,118.370003,115.800003,117.510002,105.568169,5450200
24/09/2013,117.190002,119.889999,116.800003,119,106.906761,5020000
25/09/2013,119.32,119.610001,118.160004,118.510002,106.466553,3566600
26/09/2013,118.709999,119.5,118.510002,119.379997,107.248116,2820400
27/09/2013,118.510002,119.169998,117.790001,118.739998,106.673164,2848900
30/09/2013,117.349998,117.889999,116.370003,117.5,105.559166,4032900
01/10/2013,117.970001,118.300003,117.080002,117.75,105.78376,2880700
02/10/2013,117.379997,117.839996,116.279999,117.839996,105.864624,2871900
03/10/2013,117.349998,117.489998,114.730003,115.239998,103.528854,4455100
04/10/2013,115.269997,117.260002,115.25,117.199997,105.289665,3998000
07/10/2013,115.510002,117.169998,115.400002,116.690002,104.83149,3822000
08/10/2013,116.669998,117.32,115.419998,115.440002,103.708519,4574000
09/10/2013,115.400002,115.400002,113.339996,114.470001,102.837105,4722200
10/10/2013,116.099998,119,115.910004,118.900002,106.816902,5635400
11/10/2013,118.599998,119.400002,117.830002,117.980003,105.990417,4505500
14/10/2013,117.419998,119.550003,116.690002,119.459999,107.32,3617800
15/10/2013,119.419998,119.589996,118.139999,118.18,106.170074,2749700
16/10/2013,118.779999,120.660004,118.75,120.339996,108.110573,4036900
17/10/2013,119.809998,122.389999,119.809998,122.290001,109.862404,4114200
18/10/2013,122.5,122.860001,121.25,122.519997,110.069016,3924200
21/10/2013,122.690002,122.739998,121.059998,121.470001,109.125748,3207900
22/10/2013,122,123.800003,121.879997,122.480003,110.033089,4431200
23/10/2013,126,129.990005,125.900002,129.020004,115.908463,10766300
24/10/2013,129.009995,129.570007,127.940002,128.979996,115.872536,4976200
25/10/2013,129.25,131.429993,128.220001,131.190002,117.857925,5467600
28/10/2013,128.75,130.470001,128.639999,129.880005,116.681084,4655800
29/10/2013,129.350006,129.880005,128.759995,129.660004,116.483421,3608700
30/10/2013,129.559998,131.429993,129.020004,129.679993,116.501404,4122100
31/10/2013,129.839996,131.880005,129.550003,130.5,117.238068,4931800
01/11/2013,130.899994,133.5,130.899994,133.029999,119.510963,4582400
04/11/2013,133.75,133.990005,132.460007,132.789993,119.295341,3915800
05/11/2013,132.029999,133.740005,130.589996,133.570007,119.996078,4069200
06/11/2013,134.020004,134.580002,132.679993,133.089996,120.000572,3747700
07/11/2013,133.440002,133.929993,131.350006,131.509995,118.575989,3826800
08/11/2013,131.279999,133.899994,130.949997,133.490005,120.361267,4790900
11/11/2013,133.139999,133.330002,132.119995,132.529999,119.495644,2962200
12/11/2013,132.399994,133.080002,131.970001,132.330002,119.315346,2851000
13/11/2013,131.919998,133.490005,131.100006,133.169998,120.072723,3577100
14/11/2013,133.699997,135.380005,133.169998,135.089996,121.803894,3279600
15/11/2013,135.360001,136.570007,134.539993,136.080002,122.696526,4495100
18/11/2013,140.25,142,137.770004,138.360001,124.752289,8158800
19/11/2013,138.5,138.789993,136.699997,136.979996,123.508011,3954000
20/11/2013,135.800003,135.889999,132.289993,132.449997,119.423531,8634900
21/11/2013,132.449997,133.289993,131.199997,132.929993,119.856323,4700600
22/11/2013,133.490005,136.119995,133.429993,135.970001,122.597336,4290200
25/11/2013,134.009995,134.860001,130.580002,133,119.919441,7181700
26/11/2013,133,135.440002,132.559998,134.779999,121.524384,4200800
27/11/2013,135.050003,136.300003,134.169998,134.720001,121.470261,3350900
29/11/2013,134.820007,135.229996,134.179993,134.25,121.046509,1680900
02/12/2013,134.990005,135.460007,133.619995,134.160004,120.965355,3378100
03/12/2013,133.929993,133.929993,131.919998,132,119.017776,5171900
04/12/2013,131.729996,132.149994,130.550003,131.5,118.566956,5137100
05/12/2013,131.259995,133.100006,131.25,132.729996,119.675995,3665100
06/12/2013,134.580002,135.75,134,135.179993,121.885033,5341800
09/12/2013,135.490005,135.949997,134.570007,134.679993,121.434219,3799000
10/12/2013,133.649994,135.039993,132.179993,133.699997,120.550583,4061300
11/12/2013,133.699997,133.809998,132.440002,132.559998,119.522705,3358300
12/12/2013,132.110001,133.649994,131.899994,132.960007,119.883377,3617700
13/12/2013,133.449997,134.25,133.139999,133.830002,120.667831,3139400
16/12/2013,134.270004,135.199997,133.940002,134.720001,121.470261,3979500
17/12/2013,137.919998,138.100006,135.360001,135.880005,122.516205,6753000
18/12/2013,135.860001,136.440002,132.839996,135.490005,122.164528,5632400
19/12/2013,135,136.229996,133.940002,135.169998,121.876015,3177100
20/12/2013,135.490005,137.850006,135.490005,136.669998,123.228493,5454600
23/12/2013,137.690002,138.089996,136.320007,136.399994,122.985031,2945100
24/12/2013,136.399994,136.979996,136.139999,136.830002,123.372757,1203200
26/12/2013,137.179993,138.589996,137.169998,138.270004,124.671158,2161300
27/12/2013,138.690002,138.880005,136.789993,136.899994,123.43586,2204600
30/12/2013,137.160004,137.369995,135.539993,135.919998,122.552254,2403500
31/12/2013,136.160004,137.050003,135.740005,136.490005,123.066238,2096000
02/01/2014,136.009995,137.25,135.509995,136.669998,123.228493,3366700
03/01/2014,137.059998,138.5,137.050003,137.619995,124.085045,3177400
06/01/2014,139.399994,139.759995,137.800003,138.410004,124.797371,4196500
07/01/2014,138.580002,141.100006,138.5,140.509995,126.690819,4238500
08/01/2014,140.690002,141.399994,139.360001,140.820007,126.970329,4236100
09/01/2014,141.509995,142.520004,140.539993,142.130005,128.151489,4052500
10/01/2014,142.789993,142.800003,140.899994,141.899994,127.944107,4549500
13/01/2014,141.550003,142.139999,140.380005,140.699997,126.862152,4462400
14/01/2014,140.850006,141.699997,137.800003,140.009995,126.239998,8441600
15/01/2014,140.300003,141.080002,140.139999,140.619995,126.790009,3030800
16/01/2014,140.330002,141.449997,140.070007,140.210007,126.420334,3062900
17/01/2014,140.080002,141,139.75,140.460007,126.645744,3382700
21/01/2014,141.460007,142.460007,140.809998,141.669998,127.736732,3240600
22/01/2014,142.309998,144.570007,141.869995,144.369995,130.171188,4388700
23/01/2014,143.100006,143.889999,141.100006,141.309998,127.412155,4491400
24/01/2014,140.399994,140.470001,136.320007,136.649994,123.210472,5856800
27/01/2014,136.699997,138.460007,135.649994,137.360001,123.850632,5057800
28/01/2014,137.610001,138.089996,136.440002,137.089996,123.607178,4606200
29/01/2014,131.699997,131.759995,128.070007,129.779999,117.016121,15993400
30/01/2014,131.699997,131.699997,125.199997,126.529999,114.08577,10406200
31/01/2014,124.459999,126.870003,123.080002,125.260002,112.940666,9732700
03/02/2014,124.239998,126.519997,122.75,123.080002,110.975067,9309600
04/02/2014,123.07,123.800003,120.529999,122.040001,110.037354,9304100
05/02/2014,121,121.940002,118.769997,121.400002,109.460312,9689100
06/02/2014,121.790001,122.720001,121.510002,122.669998,110.605392,6738800
07/02/2014,123.75,127.209999,123.650002,127.019997,114.527565,8906300
10/02/2014,128.960007,128.970001,126.349998,127.160004,114.653801,8173500
11/02/2014,127.650002,130.690002,127.459999,130.160004,117.35878,7874000
12/02/2014,130.289993,130.550003,128,128.130005,116.180016,5798800
13/02/2014,127.059998,129.940002,127.059998,129.5,117.422211,4203400
14/02/2014,129.089996,130.410004,128.020004,130.160004,118.020683,4807700
18/02/2014,130.130005,130.940002,129.600006,130.630005,118.446838,4645300
19/02/2014,130.110001,130.5,128.369995,128.389999,116.415756,5146600
20/02/2014,128.479996,129.990005,127.510002,129.559998,117.476616,4466400
21/02/2014,129.800003,129.800003,128.110001,128.279999,116.316002,5164000
24/02/2014,128.380005,130.800003,128.360001,129.589996,117.503822,4635700
25/02/2014,129.300003,129.75,126.209999,126.779999,114.955902,7308800
26/02/2014,127.239998,127.940002,126.360001,126.610001,114.801765,4803600
27/02/2014,126.470001,128.559998,126.260002,128.559998,116.569893,4649700
28/02/2014,128.75,129.949997,128.059998,128.919998,116.896317,4361400
03/03/2014,127.18,128.440002,126.519997,128.220001,116.261612,4847100
04/03/2014,129.380005,131,129.330002,130.229996,118.084145,5422800
05/03/2014,130.399994,130.800003,128.690002,128.789993,116.77845,4095200
06/03/2014,129.009995,129.369995,128.029999,128.860001,116.841919,3595900
07/03/2014,129.75,130.160004,128.070007,128.539993,116.551758,4297800
10/03/2014,126.510002,127.279999,124.760002,126.889999,115.055641,7039200
11/03/2014,127.029999,127.269997,125.620003,125.669998,113.94944,4190000
12/03/2014,125,125.199997,123.809998,124.43,112.825096,5040100
13/03/2014,124.650002,125.610001,121.629997,121.889999,110.521965,6071200
14/03/2014,122.120003,124.279999,121.949997,123.110001,111.628189,5698400
17/03/2014,123.970001,125.82,123.919998,125.419998,113.722748,4380500
18/03/2014,125.589996,125.82,123.660004,124.040001,112.471443,4151600
19/03/2014,124.32,125.199997,121.370003,122.239998,110.83934,6673000
20/03/2014,122.589996,123.900002,121.379997,123.730003,112.190361,4601700
21/03/2014,124.059998,124.449997,122.5,122.580002,111.147614,7973600
24/03/2014,123.529999,123.949997,122.080002,123.419998,111.909286,4472500
25/03/2014,124.459999,125,123.559998,124.019997,112.453316,3225100
26/03/2014,124.610001,125.32,123.32,123.529999,112.00901,3091200
27/03/2014,123.010002,124.300003,121.800003,123.209999,111.718872,3106000
28/03/2014,123.779999,125.190002,123.519997,124.459999,112.85228,2863500
31/03/2014,125.360001,126.040001,124.800003,125.489998,113.786209,2962000
01/04/2014,126.239998,128.399994,126.169998,128.210007,116.252541,3952800
